country,year,lat,lon
zimbabwe,2016,-22.154167,29.904165
zimbabwe,2016,-22.154167,30.029165
zimbabwe,2016,-22.145832,29.654165
zimbabwe,2016,-22.145832,29.670832
zimbabwe,2016,-22.145832,29.895832
zimbabwe,2016,-22.145832,29.9625
zimbabwe,2016,-22.137499,29.979166
zimbabwe,2016,-22.129166,29.6125
zimbabwe,2016,-22.129166,29.620832
zimbabwe,2016,-22.120832,29.604166
zimbabwe,2016,-22.1125,29.604166
zimbabwe,2016,-22.1125,29.637499
zimbabwe,2016,-22.1125,29.895832
zimbabwe,2016,-22.0375,29.829166
zimbabwe,2016,-21.979166,29.8375
zimbabwe,2016,-21.895832,30.095833
zimbabwe,2016,-21.637499,29.887499
zimbabwe,2016,-21.570833,29.770832
zimbabwe,2016,-21.545834,28.895832
zimbabwe,2016,-21.520832,28.920832
zimbabwe,2016,-21.4375,30.729166
zimbabwe,2016,-21.4125,30.7125
zimbabwe,2016,-21.404167,30.729166
zimbabwe,2016,-21.3125,27.854166
zimbabwe,2016,-21.3125,27.904165
zimbabwe,2016,-21.304167,27.845833
zimbabwe,2016,-21.304167,27.854166
zimbabwe,2016,-21.304167,27.895832
zimbabwe,2016,-21.295834,27.8375
zimbabwe,2016,-21.295834,27.904165
zimbabwe,2016,-21.2875,27.870832
zimbabwe,2016,-21.2875,27.887499
zimbabwe,2016,-21.279167,27.8375
zimbabwe,2016,-21.279167,27.887499
zimbabwe,2016,-21.270832,27.870832
zimbabwe,2016,-21.262499,28.270832
zimbabwe,2016,-21.254166,27.870832
zimbabwe,2016,-21.245832,27.870832
zimbabwe,2016,-21.2375,27.870832
zimbabwe,2016,-21.229166,27.879166
zimbabwe,2016,-21.1625,30.412498
zimbabwe,2016,-21.137499,31.637499
zimbabwe,2016,-21.137499,31.645832
zimbabwe,2016,-21.129166,31.629166
zimbabwe,2016,-21.129166,31.654165
zimbabwe,2016,-21.120832,31.595833
zimbabwe,2016,-21.120832,31.6125
zimbabwe,2016,-21.120832,31.662498
zimbabwe,2016,-21.120832,31.679165
zimbabwe,2016,-21.095833,31.6125
zimbabwe,2016,-21.095833,31.679165
zimbabwe,2016,-21.095833,31.704166
zimbabwe,2016,-21.0875,31.579166
zimbabwe,2016,-21.0875,31.6125
zimbabwe,2016,-21.0875,31.637499
zimbabwe,2016,-21.0875,31.679165
zimbabwe,2016,-21.079166,31.595833
zimbabwe,2016,-21.079166,31.6125
zimbabwe,2016,-21.079166,31.629166
zimbabwe,2016,-21.079166,31.637499
zimbabwe,2016,-21.079166,31.679165
zimbabwe,2016,-21.079166,31.720833
zimbabwe,2016,-21.070833,31.637499
zimbabwe,2016,-21.0625,28.4375
zimbabwe,2016,-21.0625,28.445833
zimbabwe,2016,-21.0625,31.620832
zimbabwe,2016,-21.0625,31.637499
zimbabwe,2016,-21.0625,31.645832
zimbabwe,2016,-21.054167,28.429165
zimbabwe,2016,-21.054167,28.4375
zimbabwe,2016,-21.054167,28.445833
zimbabwe,2016,-21.054167,28.454166
zimbabwe,2016,-21.054167,31.454166
zimbabwe,2016,-21.054167,31.4625
zimbabwe,2016,-21.054167,31.637499
zimbabwe,2016,-21.054167,31.662498
zimbabwe,2016,-21.045834,28.429165
zimbabwe,2016,-21.045834,28.4375
zimbabwe,2016,-21.045834,28.445833
zimbabwe,2016,-21.045834,31.479166
zimbabwe,2016,-21.045834,31.504166
zimbabwe,2016,-21.045834,31.512499
zimbabwe,2016,-21.045834,31.545832
zimbabwe,2016,-21.045834,31.595833
zimbabwe,2016,-21.045834,31.654165
zimbabwe,2016,-21.045834,31.662498
zimbabwe,2016,-21.045834,31.679165
zimbabwe,2016,-21.0375,31.579166
zimbabwe,2016,-21.0375,31.645832
zimbabwe,2016,-21.0375,31.662498
zimbabwe,2016,-21.0375,31.670832
zimbabwe,2016,-21.0375,31.679165
zimbabwe,2016,-21.0375,31.6875
zimbabwe,2016,-21.029167,31.429165
zimbabwe,2016,-21.029167,31.4875
zimbabwe,2016,-21.029167,31.554165
zimbabwe,2016,-21.029167,31.604166
zimbabwe,2016,-21.029167,31.620832
zimbabwe,2016,-21.029167,31.645832
zimbabwe,2016,-21.029167,31.662498
zimbabwe,2016,-21.029167,31.670832
zimbabwe,2016,-21.029167,31.6875
zimbabwe,2016,-21.029167,31.695833
zimbabwe,2016,-21.020832,31.420832
zimbabwe,2016,-21.020832,31.445833
zimbabwe,2016,-21.020832,31.4625
zimbabwe,2016,-21.020832,31.4875
zimbabwe,2016,-21.020832,31.554165
zimbabwe,2016,-21.020832,31.654165
zimbabwe,2016,-21.020832,31.662498
zimbabwe,2016,-21.020832,31.670832
zimbabwe,2016,-21.020832,31.679165
zimbabwe,2016,-21.020832,31.6875
zimbabwe,2016,-21.020832,31.695833
zimbabwe,2016,-21.012499,31.4375
zimbabwe,2016,-21.012499,31.445833
zimbabwe,2016,-21.012499,31.454166
zimbabwe,2016,-21.012499,31.529165
zimbabwe,2016,-21.012499,31.537498
zimbabwe,2016,-21.012499,31.670832
zimbabwe,2016,-21.012499,31.6875
zimbabwe,2016,-21.004166,31.479166
zimbabwe,2016,-21.004166,31.504166
zimbabwe,2016,-21.004166,31.637499
zimbabwe,2016,-21.004166,31.704166
zimbabwe,2016,-20.995832,27.820833
zimbabwe,2016,-20.995832,29.170832
zimbabwe,2016,-20.995832,29.195833
zimbabwe,2016,-20.995832,29.204166
zimbabwe,2016,-20.995832,29.2375
zimbabwe,2016,-20.995832,31.445833
zimbabwe,2016,-20.995832,31.454166
zimbabwe,2016,-20.995832,31.4625
zimbabwe,2016,-20.995832,31.504166
zimbabwe,2016,-20.995832,31.645832
zimbabwe,2016,-20.9875,29.170832
zimbabwe,2016,-20.9875,29.204166
zimbabwe,2016,-20.9875,29.2375
zimbabwe,2016,-20.9875,31.412498
zimbabwe,2016,-20.9875,31.454166
zimbabwe,2016,-20.9875,31.512499
zimbabwe,2016,-20.979166,29.145832
zimbabwe,2016,-20.979166,31.4625
zimbabwe,2016,-20.979166,31.470833
zimbabwe,2016,-20.970833,29.1875
zimbabwe,2016,-20.970833,29.220833
zimbabwe,2016,-20.9625,29.004166
zimbabwe,2016,-20.9625,29.137499
zimbabwe,2016,-20.954166,29.029165
zimbabwe,2016,-20.945833,29.045832
zimbabwe,2016,-20.9375,29.020832
zimbabwe,2016,-20.9375,30.145832
zimbabwe,2016,-20.929167,28.970833
zimbabwe,2016,-20.929167,29.004166
zimbabwe,2016,-20.929167,32.370834
zimbabwe,2016,-20.920834,28.970833
zimbabwe,2016,-20.920834,29.045832
zimbabwe,2016,-20.920834,29.904165
zimbabwe,2016,-20.920834,29.929165
zimbabwe,2016,-20.920834,29.945833
zimbabwe,2016,-20.9125,28.970833
zimbabwe,2016,-20.9125,29.904165
zimbabwe,2016,-20.9125,29.929165
zimbabwe,2016,-20.9125,29.954166
zimbabwe,2016,-20.904167,28.979166
zimbabwe,2016,-20.904167,28.9875
zimbabwe,2016,-20.904167,29.929165
zimbabwe,2016,-20.904167,29.9375
zimbabwe,2016,-20.904167,29.945833
zimbabwe,2016,-20.887499,30.270832
zimbabwe,2016,-20.887499,32.220833
zimbabwe,2016,-20.887499,32.229164
zimbabwe,2016,-20.870832,32.204166
zimbabwe,2016,-20.870832,32.220833
zimbabwe,2016,-20.870832,32.229164
zimbabwe,2016,-20.8625,28.945833
zimbabwe,2016,-20.8625,32.229164
zimbabwe,2016,-20.8625,32.2375
zimbabwe,2016,-20.854166,32.220833
zimbabwe,2016,-20.854166,32.2375
zimbabwe,2016,-20.845833,32.204166
zimbabwe,2016,-20.845833,32.2375
zimbabwe,2016,-20.8375,30.170832
zimbabwe,2016,-20.8375,32.229164
zimbabwe,2016,-20.829166,30.195833
zimbabwe,2016,-20.829166,30.204166
zimbabwe,2016,-20.829166,32.212498
zimbabwe,2016,-20.829166,32.229164
zimbabwe,2016,-20.820833,30.179165
zimbabwe,2016,-20.820833,30.1875
zimbabwe,2016,-20.820833,30.195833
zimbabwe,2016,-20.8125,32.204166
zimbabwe,2016,-20.8125,32.212498
zimbabwe,2016,-20.804167,30.070833
zimbabwe,2016,-20.804167,30.779165
zimbabwe,2016,-20.804167,30.804165
zimbabwe,2016,-20.804167,32.179165
zimbabwe,2016,-20.795834,30.770832
zimbabwe,2016,-20.795834,30.795832
zimbabwe,2016,-20.795834,32.1875
zimbabwe,2016,-20.7875,30.787498
zimbabwe,2016,-20.7875,30.795832
zimbabwe,2016,-20.779167,30.787498
zimbabwe,2016,-20.779167,30.795832
zimbabwe,2016,-20.779167,30.804165
zimbabwe,2016,-20.779167,32.1875
zimbabwe,2016,-20.695833,30.8625
zimbabwe,2016,-20.679167,30.762499
zimbabwe,2016,-20.670834,29.520832
zimbabwe,2016,-20.6625,31.1875
zimbabwe,2016,-20.637499,28.504166
zimbabwe,2016,-20.637499,31.170832
zimbabwe,2016,-20.629166,31.145832
zimbabwe,2016,-20.629166,31.154165
zimbabwe,2016,-20.629166,31.162498
zimbabwe,2016,-20.620832,31.170832
zimbabwe,2016,-20.6125,31.162498
zimbabwe,2016,-20.6125,31.170832
zimbabwe,2016,-20.5875,32.2625
zimbabwe,2016,-20.579166,27.729166
zimbabwe,2016,-20.570833,27.704166
zimbabwe,2016,-20.570833,27.720833
zimbabwe,2016,-20.570833,27.729166
zimbabwe,2016,-20.5625,27.729166
zimbabwe,2016,-20.5625,31.029165
zimbabwe,2016,-20.554167,27.729166
zimbabwe,2016,-20.554167,29.912498
zimbabwe,2016,-20.554167,29.920832
zimbabwe,2016,-20.554167,31.504166
zimbabwe,2016,-20.545834,29.912498
zimbabwe,2016,-20.5375,27.762499
zimbabwe,2016,-20.5375,29.904165
zimbabwe,2016,-20.5375,29.912498
zimbabwe,2016,-20.529167,27.704166
zimbabwe,2016,-20.529167,27.762499
zimbabwe,2016,-20.520832,27.7375
zimbabwe,2016,-20.520832,27.754166
zimbabwe,2016,-20.512499,27.7125
zimbabwe,2016,-20.512499,27.7375
zimbabwe,2016,-20.512499,27.754166
zimbabwe,2016,-20.512499,27.787498
zimbabwe,2016,-20.512499,27.804165
zimbabwe,2016,-20.512499,27.8125
zimbabwe,2016,-20.512499,31.904165
zimbabwe,2016,-20.504166,27.770832
zimbabwe,2016,-20.504166,27.829166
zimbabwe,2016,-20.504166,29.295832
zimbabwe,2016,-20.504166,29.304165
zimbabwe,2016,-20.495832,27.787498
zimbabwe,2016,-20.4875,27.762499
zimbabwe,2016,-20.4875,27.795832
zimbabwe,2016,-20.4875,27.804165
zimbabwe,2016,-20.4875,27.8125
zimbabwe,2016,-20.4875,30.579166
zimbabwe,2016,-20.479166,27.762499
zimbabwe,2016,-20.479166,27.787498
zimbabwe,2016,-20.479166,27.804165
zimbabwe,2016,-20.479166,29.895832
zimbabwe,2016,-20.479166,29.904165
zimbabwe,2016,-20.470833,29.895832
zimbabwe,2016,-20.470833,29.904165
zimbabwe,2016,-20.4625,27.770832
zimbabwe,2016,-20.4625,27.779165
zimbabwe,2016,-20.4625,27.804165
zimbabwe,2016,-20.4625,27.820833
zimbabwe,2016,-20.4625,29.887499
zimbabwe,2016,-20.4625,29.895832
zimbabwe,2016,-20.4625,29.904165
zimbabwe,2016,-20.454166,27.804165
zimbabwe,2016,-20.454166,29.895832
zimbabwe,2016,-20.445833,32.770832
zimbabwe,2016,-20.4375,32.770832
zimbabwe,2016,-20.420834,29.904165
zimbabwe,2016,-20.4125,28.9625
zimbabwe,2016,-20.404167,28.954166
zimbabwe,2016,-20.404167,28.9625
zimbabwe,2016,-20.404167,29.895832
zimbabwe,2016,-20.404167,31.429165
zimbabwe,2016,-20.404167,31.4375
zimbabwe,2016,-20.404167,31.454166
zimbabwe,2016,-20.395832,30.137499
zimbabwe,2016,-20.387499,30.1125
zimbabwe,2016,-20.387499,31.454166
zimbabwe,2016,-20.379166,28.954166
zimbabwe,2016,-20.379166,28.970833
zimbabwe,2016,-20.379166,31.429165
zimbabwe,2016,-20.370832,28.9875
zimbabwe,2016,-20.370832,28.995832
zimbabwe,2016,-20.370832,29.004166
zimbabwe,2016,-20.370832,30.104166
zimbabwe,2016,-20.370832,30.1125
zimbabwe,2016,-20.370832,30.129166
zimbabwe,2016,-20.3625,30.1125
zimbabwe,2016,-20.3625,30.129166
zimbabwe,2016,-20.354166,29.895832
zimbabwe,2016,-20.345833,28.995832
zimbabwe,2016,-20.345833,29.845833
zimbabwe,2016,-20.345833,29.879166
zimbabwe,2016,-20.345833,29.895832
zimbabwe,2016,-20.345833,30.037498
zimbabwe,2016,-20.3375,29.804165
zimbabwe,2016,-20.3375,29.887499
zimbabwe,2016,-20.3375,30.020832
zimbabwe,2016,-20.3375,30.0875
zimbabwe,2016,-20.3375,30.095833
zimbabwe,2016,-20.329166,29.787498
zimbabwe,2016,-20.329166,29.8125
zimbabwe,2016,-20.329166,29.820833
zimbabwe,2016,-20.329166,29.829166
zimbabwe,2016,-20.329166,29.887499
zimbabwe,2016,-20.329166,30.095833
zimbabwe,2016,-20.320833,28.9375
zimbabwe,2016,-20.320833,28.945833
zimbabwe,2016,-20.320833,28.954166
zimbabwe,2016,-20.320833,29.795832
zimbabwe,2016,-20.320833,29.804165
zimbabwe,2016,-20.320833,29.8125
zimbabwe,2016,-20.320833,29.820833
zimbabwe,2016,-20.320833,29.829166
zimbabwe,2016,-20.320833,29.854166
zimbabwe,2016,-20.320833,29.887499
zimbabwe,2016,-20.320833,29.895832
zimbabwe,2016,-20.320833,29.904165
zimbabwe,2016,-20.320833,29.995832
zimbabwe,2016,-20.320833,30.037498
zimbabwe,2016,-20.320833,30.054165
zimbabwe,2016,-20.320833,30.0625
zimbabwe,2016,-20.3125,28.920832
zimbabwe,2016,-20.3125,28.929165
zimbabwe,2016,-20.3125,29.995832
zimbabwe,2016,-20.3125,30.037498
zimbabwe,2016,-20.3125,30.0625
zimbabwe,2016,-20.3125,30.095833
zimbabwe,2016,-20.304167,28.845833
zimbabwe,2016,-20.304167,28.920832
zimbabwe,2016,-20.304167,28.954166
zimbabwe,2016,-20.304167,30.020832
zimbabwe,2016,-20.304167,30.029165
zimbabwe,2016,-20.304167,30.045832
zimbabwe,2016,-20.304167,30.054165
zimbabwe,2016,-20.304167,30.0625
zimbabwe,2016,-20.304167,30.095833
zimbabwe,2016,-20.304167,30.470833
zimbabwe,2016,-20.304167,30.479166
zimbabwe,2016,-20.304167,30.504166
zimbabwe,2016,-20.295834,28.8375
zimbabwe,2016,-20.295834,28.845833
zimbabwe,2016,-20.295834,28.912498
zimbabwe,2016,-20.295834,28.954166
zimbabwe,2016,-20.295834,28.9625
zimbabwe,2016,-20.295834,30.004166
zimbabwe,2016,-20.295834,30.029165
zimbabwe,2016,-20.295834,30.045832
zimbabwe,2016,-20.295834,30.054165
zimbabwe,2016,-20.295834,30.0625
zimbabwe,2016,-20.295834,30.070833
zimbabwe,2016,-20.295834,30.095833
zimbabwe,2016,-20.295834,30.479166
zimbabwe,2016,-20.2875,28.829166
zimbabwe,2016,-20.2875,28.845833
zimbabwe,2016,-20.2875,28.854166
zimbabwe,2016,-20.2875,28.912498
zimbabwe,2016,-20.2875,28.9625
zimbabwe,2016,-20.2875,30.029165
zimbabwe,2016,-20.2875,30.037498
zimbabwe,2016,-20.2875,30.045832
zimbabwe,2016,-20.2875,30.054165
zimbabwe,2016,-20.2875,30.070833
zimbabwe,2016,-20.2875,30.504166
zimbabwe,2016,-20.279167,28.662498
zimbabwe,2016,-20.279167,28.854166
zimbabwe,2016,-20.279167,28.9625
zimbabwe,2016,-20.279167,30.020832
zimbabwe,2016,-20.279167,30.029165
zimbabwe,2016,-20.279167,30.045832
zimbabwe,2016,-20.270832,28.654165
zimbabwe,2016,-20.270832,28.662498
zimbabwe,2016,-20.270832,28.670832
zimbabwe,2016,-20.270832,28.845833
zimbabwe,2016,-20.270832,28.895832
zimbabwe,2016,-20.270832,28.920832
zimbabwe,2016,-20.270832,30.004166
zimbabwe,2016,-20.270832,30.045832
zimbabwe,2016,-20.262499,28.645832
zimbabwe,2016,-20.262499,28.8375
zimbabwe,2016,-20.262499,28.895832
zimbabwe,2016,-20.262499,29.995832
zimbabwe,2016,-20.262499,30.029165
zimbabwe,2016,-20.262499,30.070833
zimbabwe,2016,-20.254166,28.479166
zimbabwe,2016,-20.254166,28.4875
zimbabwe,2016,-20.254166,28.495832
zimbabwe,2016,-20.254166,28.637499
zimbabwe,2016,-20.254166,28.662498
zimbabwe,2016,-20.254166,29.995832
zimbabwe,2016,-20.254166,30.045832
zimbabwe,2016,-20.245832,28.470833
zimbabwe,2016,-20.245832,28.512499
zimbabwe,2016,-20.245832,28.520832
zimbabwe,2016,-20.245832,28.537498
zimbabwe,2016,-20.245832,28.545832
zimbabwe,2016,-20.245832,28.5625
zimbabwe,2016,-20.245832,28.570833
zimbabwe,2016,-20.245832,28.637499
zimbabwe,2016,-20.245832,28.670832
zimbabwe,2016,-20.245832,28.6875
zimbabwe,2016,-20.245832,29.995832
zimbabwe,2016,-20.245832,30.004166
zimbabwe,2016,-20.245832,30.012499
zimbabwe,2016,-20.2375,28.545832
zimbabwe,2016,-20.2375,28.570833
zimbabwe,2016,-20.2375,28.6125
zimbabwe,2016,-20.2375,28.629166
zimbabwe,2016,-20.2375,28.637499
zimbabwe,2016,-20.2375,31.570833
zimbabwe,2016,-20.229166,28.470833
zimbabwe,2016,-20.229166,28.545832
zimbabwe,2016,-20.229166,28.570833
zimbabwe,2016,-20.229166,28.729166
zimbabwe,2016,-20.229166,28.7375
zimbabwe,2016,-20.229166,28.745832
zimbabwe,2016,-20.229166,28.754166
zimbabwe,2016,-20.229166,28.762499
zimbabwe,2016,-20.229166,28.787498
zimbabwe,2016,-20.229166,28.795832
zimbabwe,2016,-20.220833,28.504166
zimbabwe,2016,-20.220833,28.512499
zimbabwe,2016,-20.220833,28.545832
zimbabwe,2016,-20.220833,28.704166
zimbabwe,2016,-20.220833,28.7125
zimbabwe,2016,-20.220833,28.762499
zimbabwe,2016,-20.220833,32.3875
zimbabwe,2016,-20.220833,32.395832
zimbabwe,2016,-20.2125,28.445833
zimbabwe,2016,-20.2125,28.4625
zimbabwe,2016,-20.2125,28.495832
zimbabwe,2016,-20.2125,28.512499
zimbabwe,2016,-20.2125,28.520832
zimbabwe,2016,-20.2125,28.529165
zimbabwe,2016,-20.2125,28.537498
zimbabwe,2016,-20.2125,28.570833
zimbabwe,2016,-20.2125,28.5875
zimbabwe,2016,-20.2125,28.604166
zimbabwe,2016,-20.2125,28.6125
zimbabwe,2016,-20.2125,28.679165
zimbabwe,2016,-20.2125,28.695833
zimbabwe,2016,-20.2125,32.629166
zimbabwe,2016,-20.204166,28.429165
zimbabwe,2016,-20.204166,28.4375
zimbabwe,2016,-20.204166,28.445833
zimbabwe,2016,-20.204166,28.454166
zimbabwe,2016,-20.204166,28.4875
zimbabwe,2016,-20.204166,28.495832
zimbabwe,2016,-20.204166,28.504166
zimbabwe,2016,-20.204166,28.512499
zimbabwe,2016,-20.204166,28.520832
zimbabwe,2016,-20.204166,28.529165
zimbabwe,2016,-20.204166,28.537498
zimbabwe,2016,-20.204166,28.545832
zimbabwe,2016,-20.204166,28.5625
zimbabwe,2016,-20.204166,28.570833
zimbabwe,2016,-20.204166,28.604166
zimbabwe,2016,-20.204166,28.6125
zimbabwe,2016,-20.204166,28.7375
zimbabwe,2016,-20.204166,28.754166
zimbabwe,2016,-20.204166,28.787498
zimbabwe,2016,-20.204166,28.9375
zimbabwe,2016,-20.204166,30.745832
zimbabwe,2016,-20.195833,28.429165
zimbabwe,2016,-20.195833,28.445833
zimbabwe,2016,-20.195833,28.454166
zimbabwe,2016,-20.195833,28.479166
zimbabwe,2016,-20.195833,28.495832
zimbabwe,2016,-20.195833,28.504166
zimbabwe,2016,-20.195833,28.512499
zimbabwe,2016,-20.195833,28.520832
zimbabwe,2016,-20.195833,28.529165
zimbabwe,2016,-20.195833,28.545832
zimbabwe,2016,-20.195833,28.554165
zimbabwe,2016,-20.195833,28.5625
zimbabwe,2016,-20.195833,28.5875
zimbabwe,2016,-20.195833,28.595833
zimbabwe,2016,-20.195833,28.604166
zimbabwe,2016,-20.195833,28.6125
zimbabwe,2016,-20.195833,28.620832
zimbabwe,2016,-20.195833,28.629166
zimbabwe,2016,-20.195833,28.645832
zimbabwe,2016,-20.195833,28.745832
zimbabwe,2016,-20.195833,28.754166
zimbabwe,2016,-20.195833,28.779165
zimbabwe,2016,-20.195833,28.787498
zimbabwe,2016,-20.195833,32.379166
zimbabwe,2016,-20.195833,32.404167
zimbabwe,2016,-20.195833,32.604164
zimbabwe,2016,-20.195833,32.620834
zimbabwe,2016,-20.1875,28.429165
zimbabwe,2016,-20.1875,28.4375
zimbabwe,2016,-20.1875,28.4875
zimbabwe,2016,-20.1875,28.495832
zimbabwe,2016,-20.1875,28.504166
zimbabwe,2016,-20.1875,28.512499
zimbabwe,2016,-20.1875,28.520832
zimbabwe,2016,-20.1875,28.529165
zimbabwe,2016,-20.1875,28.537498
zimbabwe,2016,-20.1875,28.545832
zimbabwe,2016,-20.1875,28.554165
zimbabwe,2016,-20.1875,28.5625
zimbabwe,2016,-20.1875,28.570833
zimbabwe,2016,-20.1875,28.579166
zimbabwe,2016,-20.1875,28.5875
zimbabwe,2016,-20.1875,28.595833
zimbabwe,2016,-20.1875,28.604166
zimbabwe,2016,-20.1875,28.6125
zimbabwe,2016,-20.1875,28.620832
zimbabwe,2016,-20.1875,28.629166
zimbabwe,2016,-20.1875,28.654165
zimbabwe,2016,-20.1875,28.7125
zimbabwe,2016,-20.1875,28.7375
zimbabwe,2016,-20.1875,32.6125
zimbabwe,2016,-20.179167,28.412498
zimbabwe,2016,-20.179167,28.420832
zimbabwe,2016,-20.179167,28.4375
zimbabwe,2016,-20.179167,28.470833
zimbabwe,2016,-20.179167,28.4875
zimbabwe,2016,-20.179167,28.495832
zimbabwe,2016,-20.179167,28.504166
zimbabwe,2016,-20.179167,28.512499
zimbabwe,2016,-20.179167,28.520832
zimbabwe,2016,-20.179167,28.529165
zimbabwe,2016,-20.179167,28.537498
zimbabwe,2016,-20.179167,28.554165
zimbabwe,2016,-20.179167,28.5625
zimbabwe,2016,-20.179167,28.570833
zimbabwe,2016,-20.179167,28.579166
zimbabwe,2016,-20.179167,28.5875
zimbabwe,2016,-20.179167,28.595833
zimbabwe,2016,-20.179167,28.604166
zimbabwe,2016,-20.179167,28.6125
zimbabwe,2016,-20.179167,28.620832
zimbabwe,2016,-20.179167,28.629166
zimbabwe,2016,-20.179167,28.637499
zimbabwe,2016,-20.179167,28.654165
zimbabwe,2016,-20.179167,28.754166
zimbabwe,2016,-20.179167,28.762499
zimbabwe,2016,-20.179167,28.9375
zimbabwe,2016,-20.179167,31.704166
zimbabwe,2016,-20.179167,32.6125
zimbabwe,2016,-20.170834,28.412498
zimbabwe,2016,-20.170834,28.470833
zimbabwe,2016,-20.170834,28.4875
zimbabwe,2016,-20.170834,28.495832
zimbabwe,2016,-20.170834,28.504166
zimbabwe,2016,-20.170834,28.512499
zimbabwe,2016,-20.170834,28.520832
zimbabwe,2016,-20.170834,28.529165
zimbabwe,2016,-20.170834,28.537498
zimbabwe,2016,-20.170834,28.545832
zimbabwe,2016,-20.170834,28.554165
zimbabwe,2016,-20.170834,28.5625
zimbabwe,2016,-20.170834,28.570833
zimbabwe,2016,-20.170834,28.579166
